N,P,K,temperature,humidity,ph,rainfall,label
127,50,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton
134,57,22,25.66891439,81.38103349,6.652143699,78.59595817,cotton
104,42,20,22.04612876,84.62978302,6.144631795,86.00758678,cotton
139,39,21,22.4204752,84.55794703,7.318802162,93.46595573,cotton
116,54,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton
128,56,20,23.53371386,77.21705554,6.207652157,87.54004943,cotton
112,35,25,22.77076388,82.5993307,6.631005298,81.49543437,cotton
126,57,22,25.49848236,79.9751579,7.306918817,67.05961949,cotton
121,58,17,25.248679,83.4630147,5.898293044,86.55517751,cotton
130,37,25,22.78249615,77.51235009,7.238566893,64.61444234,cotton
101,36,20,23.37044424,77.43198948,7.977651226,71.67870701,cotton
116,36,24,24.86560781,78.22080815,5.983075895,79.56866268,cotton
136,51,20,24.14386157,84.51591287,6.785723961,80.36146974,cotton
100,38,19,25.03300222,79.04368718,7.393441155,97.10087029,cotton
109,54,24,23.65724079,84.47601498,6.486068274,88.54479121,cotton
123,55,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton
131,44,23,22.00085141,79.47270984,7.388265888,90.42224164,cotton
136,59,15,23.64328417,78.1258666,6.10539819,80.96157332,cotton
124,37,25,23.96436009,78.02763149,6.419536555,84.63148859,cotton
110,48,21,24.65425757,75.6350708,6.307585854,61.82980133,cotton
110,51,16,24.3017998,84.87668973,6.93221485,65.0247867,cotton
137,40,25,24.29144926,81.02453404,7.810865753,90.41694635,cotton
104,35,16,24.29470232,84.61527627,6.527541661,81.05902285,cotton
120,54,17,25.72180042,81.19666206,7.569454601,99.93100821,cotton
118,55,20,24.87663664,76.30050373,7.041065585,91.9223468,cotton
138,46,18,22.60612115,77.34264002,7.208795456,75.13617229,cotton
101,47,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton
128,41,22,23.41022496,76.43836957,7.442217061,78.82199603,cotton
102,47,19,24.96440768,81.31677618,6.854558957,80.03995829,cotton
117,55,17,25.16820129,80.30351815,7.884550475,84.62419032,cotton
135,60,20,22.72767171,77.07598065,6.006085786,77.55176318,cotton
127,44,23,22.45145981,76.25674874,7.432043735,86.84998693,cotton
102,44,18,23.04920461,75.53835214,6.498052108,70.65644296,cotton
105,49,25,25.29250148,75.66653335,6.205263534,62.64174227,cotton
133,45,22,22.95604064,82.33733678,6.360812227,66.48339303,cotton
136,54,18,22.80213132,84.14668447,7.046607434,91.6389565,cotton
116,57,20,23.54234715,75.98203329,7.947011366,84.12536744,cotton
135,49,23,24.41212325,80.80343786,6.281913858,98.60457373,cotton
114,35,18,22.94276687,75.37170612,6.114525877,67.08022574,cotton
122,53,23,25.53676123,81.13668716,6.753978061,95.4262599,cotton
136,46,24,25.32023717,81.79475917,7.425041316,83.46532547,cotton
101,53,25,22.426733,81.53480799,6.745104394,65.54475812,cotton
134,60,24,25.78544484,75.00539324,7.641116569,91.39578861,cotton
122,56,16,25.68959532,77.90621048,6.470135478,66.19426787,cotton
140,58,24,22.14593688,82.8597549,7.091992365,60.65381719,cotton
122,57,17,25.07278712,82.50257909,6.520403794,93.51042684,cotton
126,48,21,22.21506982,76.17851932,6.127939628,70.40557612,cotton
133,51,25,23.9643129,76.59175937,7.994679507,76.13090645,cotton
119,57,21,25.40059227,76.53237965,7.524707577,62.5138867,cotton
109,38,23,23.7805123,83.03878838,7.827877818,66.26555904,cotton
136,45,21,24.16402322,76.7433897,6.436691764,61.94626051,cotton
127,59,16,25.31468463,77.91757121,5.907930899,72.82902109,cotton
119,38,19,22.60361557,80.3509046,6.135025006,88.57395505,cotton
135,39,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton
129,40,21,22.74446976,80.41198458,7.59781958,90.07326633,cotton
114,54,22,23.80834611,83.91902605,6.691268104,70.97358303,cotton
116,47,15,25.46228792,81.56641891,6.175492306,76.88582484,cotton
126,55,18,25.96779712,81.97904282,7.272316209,74.14169043,cotton
103,46,25,25.5308271,80.04662756,5.801047545,99.39557151,cotton
115,45,20,24.43847399,81.69801729,6.757457943,60.79645852,cotton
129,50,24,23.03887865,76.47039772,6.983395573,90.64770699,cotton
113,53,24,23.51308653,76.72621429,7.976889498,80.11272117,cotton
113,37,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton
101,51,25,24.71252544,77.7293114,7.979090365,85.24963302,cotton
139,44,23,23.45969093,82.44777468,7.903528673,93.50153555,cotton
122,36,15,25.5503704,77.85055621,6.73210948,78.58488484,cotton
108,55,22,22.08458267,82.82904143,6.691690476,67.06459777,cotton
126,54,21,24.68854799,78.51206972,7.839849298,69.31153566,cotton
130,59,23,25.84997269,84.16855231,6.61448588,77.03421249,cotton
124,55,25,22.46054478,75.40989245,7.456971816,71.85436078,cotton
131,50,23,23.65629976,77.52425987,7.2942193,74.8984994,cotton
128,45,15,22.00817088,81.83896111,7.762647875,92.23645249,cotton
137,56,25,24.32630461,80.13456404,6.363406102,69.45072055,cotton
104,54,15,22.92360984,82.68738535,7.63737841,92.91915074,cotton
126,48,16,23.43821725,78.63388824,6.200671976,81.15072105,cotton
111,53,15,22.10718988,78.58320116,6.364729934,74.94136567,cotton
104,39,19,23.03814028,76.11021529,6.913678684,91.49697481,cotton
100,56,24,24.54795322,75.39752705,7.766259769,63.88079866,cotton
129,58,20,23.73868041,75.77503808,7.55606399,76.63669195,cotton
107,56,17,22.31871914,83.86129998,7.288377241,65.35747011,cotton
3,66,20,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans
30,56,24,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans
23,63,20,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans
24,75,17,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
8,64,24,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
25,63,20,17.84806561,18.77621951,5.949949081,143.0984171,kidneybeans
3,72,19,19.88394011,20.31564139,5.789214289,60.91974792,kidneybeans
1,77,17,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans
32,76,17,18.4167001,23.42829938,5.689858133,132.9801054,kidneybeans
24,80,20,21.81167649,23.20591245,5.794158504,130.0608093,kidneybeans
6,80,19,19.72702528,18.28173015,5.748190463,143.7630894,kidneybeans
16,71,15,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans
37,73,21,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans
15,65,15,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans
33,72,21,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
11,57,25,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans
31,64,15,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans
7,79,21,19.07096165,21.21092266,5.788386951,86.21917578,kidneybeans
36,56,17,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans
1,55,25,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans
21,77,25,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
40,70,18,18.09551014,18.29318436,5.625096446,144.7902323,kidneybeans
23,72,22,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans
1,55,20,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans
29,79,21,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans
19,55,24,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans
31,61,16,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans
7,60,22,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans
7,80,20,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans
35,70,17,18.50692825,23.61670065,5.679224346,87.0513289,kidneybeans
13,72,18,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans
23,79,16,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans
38,80,20,21.59343016,20.31871249,5.811314232,61.13872036,kidneybeans
16,59,21,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans
36,59,17,15.43546065,18.37477907,5.607808432,139.0302034,kidneybeans
15,58,15,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans
3,66,16,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans
33,80,25,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans
5,77,17,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans
24,76,17,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans
9,80,15,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans
10,67,21,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans
2,71,17,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans
32,63,21,15.53834801,23.75560241,5.695422863,107.3850593,kidneybeans
4,70,20,19.91853092,20.70099804,5.833010958,108.6434544,kidneybeans
3,80,19,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans
3,69,22,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans
5,67,22,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans
20,61,23,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans
28,58,18,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans
38,62,21,19.52226241,24.92607153,5.951177452,113.334026,kidneybeans
40,63,25,17.00067625,19.90790546,5.520880014,103.2926407,kidneybeans
37,67,24,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans
23,80,17,24.84906168,22.89464642,5.608165195,62.21292186,kidneybeans
20,62,16,16.51783455,20.4555596,5.609435128,98.77794225,kidneybeans
33,76,20,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans
17,64,16,23.18864385,22.3104551,5.902033406,63.38208822,kidneybeans
11,68,25,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans
11,60,19,18.358923,19.37703396,5.717143397,138.414764,kidneybeans
28,76,20,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans
36,62,23,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans
40,67,20,20.120043,22.89845607,5.618844277,104.6252153,kidneybeans
4,79,23,21.14011423,22.7182355,5.606620346,141.6056722,kidneybeans
22,70,15,24.92360104,18.22590825,5.582178402,62.7089169,kidneybeans
21,66,25,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans
31,64,24,18.81097271,21.27833035,5.889614577,125.084915,kidneybeans
3,80,20,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans
17,75,24,22.8352024,18.97267518,5.683548308,63.59276673,kidneybeans
10,62,25,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans
20,63,24,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans
32,67,20,22.05592283,19.60379304,5.774755144,126.7265372,kidneybeans
2,73,16,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans
12,74,17,18.62328774,23.02410338,5.532100554,135.3378033,kidneybeans
35,65,24,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans
30,66,23,19.33162606,24.13995025,5.655726817,68.51253427,kidneybeans
17,77,23,16.24469193,21.35793891,5.591704014,66.97053257,kidneybeans
36,63,15,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans
14,59,19,15.46789263,21.43780702,5.824208309,88.88796102,kidneybeans
29,78,25,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans
21,72,21,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans
36,55,16,23.90910104,20.74619325,5.706198621,81.60211243,kidneybeans
38,75,17,23.89756791,22.74378977,5.940546818,112.6616435,kidneybeans
5,79,15,22.98666928,20.57940608,5.916779289,143.8584938,kidneybeans
17,78,24,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans
11,69,15,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans
40,76,21,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans
9,67,19,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans
11,72,20,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans
8,60,23,23.82576704,24.75485098,5.624690248,84.64143632,kidneybeans
22,62,16,19.30607278,23.96362799,5.591560999,129.3449326,kidneybeans
7,71,21,16.03768615,22.33195853,5.976312538,130.3900798,kidneybeans
10,56,25,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans
32,59,22,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans
30,73,19,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans
35,56,19,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans
28,73,21,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans
16,57,20,23.60506572,21.90539577,5.525904526,100.5978728,kidneybeans
39,75,23,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans
26,73,15,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans
4,73,22,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans
23,28,32,26.7627493,92.86056895,6.420018717,224.5903664,coconut
19,23,30,25.61294367,94.3138837,5.740054567,224.3206759,coconut
35,14,30,28.130115,95.64807631,5.686972967,151.0761899,coconut
20,27,26,25.02887163,91.53720922,6.293662363,179.8248944,coconut
33,8,32,27.79797651,99.64573002,6.381975465,181.6942283,coconut
8,21,27,29.25902906,95.11294697,5.542169139,184.7624496,coconut
22,29,28,27.10134661,93.69979946,5.551963184,150.9502632,coconut
36,28,28,25.84726298,90.92669463,5.860740481,147.8888994,coconut
37,19,31,26.58580443,90.98617591,5.558807063,178.8116076,coconut
6,20,32,28.38503882,99.18843684,5.55771171,189.6711349,coconut
23,11,32,28.43647052,91.81320717,5.568365926,145.5414413,coconut
32,29,28,28.27298134,96.93649473,6.07071786,198.8234862,coconut
23,8,28,27.00648436,96.46168931,5.627860549,144.3331315,coconut
27,13,28,27.63551259,99.34854917,6.38488418,157.9171537,coconut
4,19,26,26.29644905,99.65809151,5.685889066,215.9195049,coconut
4,24,33,27.1326009,95.23797989,6.234458417,204.7206567,coconut
14,9,29,25.56567803,97.61361544,6.443168642,199.7936345,coconut
32,11,35,25.94951662,93.40548703,5.842317989,172.0540491,coconut
25,26,28,28.03380598,95.01630593,5.955742971,218.0055713,coconut
21,29,34,29.12859129,91.30924833,5.741367375,157.2388553,coconut
8,12,32,27.0828252,97.00155491,5.948342571,171.7575545,coconut
2,15,30,28.11321494,90.01734526,6.387067562,172.4813641,coconut
9,14,30,27.5136304,94.18955816,5.562911913,156.6732553,coconut
19,12,28,27.63834933,95.48763389,5.85971872,205.5463111,coconut
38,14,32,29.01256899,94.01014388,6.282955073,150.0500312,coconut
22,26,33,26.58413917,95.78923137,6.25449571,171.6262299,coconut
39,11,25,28.28905147,97.00396405,5.973853124,142.9403233,coconut
0,27,26,28.69164799,96.65248672,6.081568052,178.9635457,coconut
30,16,29,29.70931288,96.30484325,6.37466756,209.8453993,coconut
33,23,33,27.14865285,96.66355213,6.027707171,149.2433497,coconut
25,13,29,29.28725038,91.95614918,5.868285082,132.1491176,coconut
26,11,28,25.06871967,93.31410447,6.205931638,134.8419069,coconut
27,30,29,26.92449525,91.20106019,5.570745386,194.9022136,coconut
18,8,33,28.27804288,93.64761266,6.095261013,171.9457959,coconut
15,15,32,29.18032562,92.73041222,6.025789594,204.9603677,coconut
39,7,25,28.3575072,91.64509299,5.542873799,160.7306991,coconut
23,19,25,29.38072512,93.27565685,6.366219551,218.5241851,coconut
23,11,26,25.39241091,98.08951196,5.579845008,218.080385,coconut
16,15,27,26.31270635,98.62048026,5.804965067,208.1181381,coconut
7,28,27,29.52501367,91.91185319,6.121005506,194.3100272,coconut
24,27,30,28.83214859,92.17170353,6.000248647,145.4172387,coconut
0,5,35,28.48444906,97.76865458,5.820978791,160.389421,coconut
9,28,33,28.74013335,93.39676499,5.620733794,156.7650823,coconut
15,6,29,25.00872392,95.59224018,6.001936419,165.8092179,coconut
11,16,32,29.8690834,91.14723422,6.305740522,192.7678575,coconut
3,5,25,27.54273211,94.59086121,6.362544111,150.2012138,coconut
12,22,33,26.52166434,98.38227669,5.588655387,144.6261698,coconut
40,18,35,25.03512351,95.89739958,6.182232762,174.796583,coconut
21,17,28,29.20394909,95.66997327,5.959493188,211.2506267,coconut
23,21,32,27.05826457,91.10510371,5.677282678,224.7006953,coconut
24,23,35,26.18552389,96.96637916,5.612122797,135.4186222,coconut
34,8,34,27.59376845,92.48519606,6.206077742,162.8432736,coconut
26,19,34,25.76011662,94.65830608,5.764812076,131.2451414,coconut
18,19,32,28.87862994,95.11320315,6.203376525,145.0583117,coconut
12,5,26,26.50908611,94.48414544,6.143662699,199.8778403,coconut
20,6,35,26.87037587,91.72546257,6.100429497,214.4128874,coconut
17,22,35,27.57283516,94.90485697,5.708409601,145.9298935,coconut
13,29,32,28.05912437,98.3670985,5.868255858,171.6516396,coconut
35,6,31,29.51611558,92.56492864,6.461225827,131.2116167,coconut
14,20,29,28.96318258,95.16333673,6.165084855,222.803013,coconut
10,13,25,25.09897688,92.36099489,6.047044342,157.7592626,coconut
31,20,33,27.1872282,92.19906776,6.137102505,141.3220576,coconut
19,27,28,29.03065024,90.79093862,5.894027065,205.5720367,coconut
2,17,32,27.754298,95.94643831,5.56222383,131.0900076,coconut
26,12,30,27.31155708,99.96906006,5.832608028,201.8258633,coconut
39,10,34,28.84270971,99.64328526,6.218571874,224.4016682,coconut
20,26,29,26.61423461,96.97300803,6.142010637,191.006688,coconut
3,17,26,29.70143197,95.65754365,6.078807239,215.1968037,coconut
10,14,31,25.54759871,91.64194826,5.702484758,212.867626,coconut
36,18,28,26.37978453,91.49882979,5.547594847,167.0470997,coconut
9,9,26,27.45907759,92.90736493,5.836075368,142.1430003,coconut
32,15,32,27.02269204,95.71935435,6.231662767,147.1682459,coconut
7,23,34,28.98545306,90.73966792,5.718120393,148.8398374,coconut
29,8,32,26.1055118,91.52421214,5.852038202,134.1279669,coconut
21,12,33,25.0707247,95.02156793,5.547933273,192.9036306,coconut
32,14,29,25.54963273,96.92786777,6.156259104,191.2996157,coconut
22,22,25,28.56973521,95.67906668,6.436314406,134.8370348,coconut
26,25,30,26.07010807,96.7036223,5.981169595,143.533473,coconut
4,13,30,25.51791333,94.38420565,6.271952833,178.7297725,coconut
5,30,31,25.9490364,94.73860514,6.470465614,144.1571109,coconut
22,12,27,28.2974764,95.41122824,6.141502001,182.4482352,coconut
25,25,29,29.56549169,91.40896307,5.826381164,224.8315729,coconut
5,30,34,29.69952329,95.21224392,6.342463714,148.3003692,coconut
16,13,30,26.14162144,93.28415295,6.071897347,195.4115025,coconut
34,7,31,26.00175125,94.79998418,6.331051715,209.540094,coconut
8,18,27,27.15116142,91.48889469,6.413184638,164.9182225,coconut
18,25,30,28.97318719,98.09861043,5.50158009,213.9011021,coconut
27,16,30,26.13958446,96.38580769,6.338720873,131.3387935,coconut
32,19,35,25.51618488,94.33465411,6.015672239,135.1272491,coconut
11,11,31,27.55821802,99.98187601,5.735364307,174.6256481,coconut
15,21,29,27.81132822,97.48410555,6.465906333,154.0621221,coconut
13,21,35,25.60033702,99.7240104,5.855457599,165.8248732,coconut
19,10,26,26.91641934,99.84671638,6.318552973,225.6323656,coconut
38,11,34,29.1797902,90.27214288,6.006784979,188.9252083,coconut
0,20,32,26.44600063,98.29937782,6.008386283,221.2258168,coconut
1,9,30,28.43572863,95.8840407,5.665785202,203.9283708,coconut
37,14,32,28.94099669,93.00109012,5.764615485,191.7723087,coconut
39,21,30,26.45488737,93.45042636,5.901495544,149.2220255,coconut
3,15,33,25.79490531,93.84150618,5.779032666,152.4238712,coconut
22,12,26,26.93141945,98.80313612,5.67154928,166.5712879,coconut
33,69,25,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
55,65,22,26.73433965,68.13999721,7.040056094,67.15096376,blackgram
58,69,15,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
24,64,23,34.03679184,67.21113844,6.501869314,73.23573601,blackgram
30,63,24,28.03644051,65.06601664,6.814410928,72.49507741,blackgram
51,70,20,28.81460716,65.33538112,7.581442888,62.26242533,blackgram
26,80,18,34.03619494,64.28791388,7.741418772,66.85510868,blackgram
28,65,15,33.8642935,61.57072498,6.573531614,68.02199825,blackgram
31,72,24,32.84213012,68.68401492,7.543804223,73.67166182,blackgram
59,75,18,27.10053268,63.36085585,6.5408208,73.84949872,blackgram
42,67,19,25.65842532,61.18235808,7.22405917,69.28607828,blackgram
55,56,24,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
34,76,16,29.58949031,68.32176769,6.928898659,67.53021213,blackgram
25,62,20,30.91219459,68.79427388,7.747775263,66.63830637,blackgram
60,66,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
29,61,20,30.08545364,69.34811988,6.668238556,67.1367443,blackgram
21,59,23,31.74379487,62.51007687,7.332375138,68.97097538,blackgram
51,70,18,27.81326852,62.50460464,7.596802025,69.75555541,blackgram
38,57,17,32.88733849,64.59457409,7.70650895,71.50569456,blackgram
32,75,19,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
48,75,23,27.82592799,67.5861883,6.919243702,74.01229707,blackgram
37,62,15,28.49538735,60.44848407,7.187721818,74.91559514,blackgram
55,61,19,27.74274761,68.53997144,7.075886472,71.78615328,blackgram
21,79,16,30.41588462,67.66323804,6.74441168,63.02473185,blackgram
44,74,21,27.3254209,69.09047809,6.726469088,61.19250859,blackgram
26,78,20,30.28496619,61.69295127,6.628264883,65.62859526,blackgram
20,79,23,28.56840626,61.53278622,7.127064207,63.49726331,blackgram
53,75,17,25.36586097,66.6379724,7.538631462,65.81655892,blackgram
32,79,22,34.9466155,65.26774011,7.162357641,70.1415139,blackgram
36,64,22,25.09737391,67.72837887,6.859409487,74.61649888,blackgram
48,70,22,32.47648301,64.34848735,7.397190844,65.820457,blackgram
20,78,24,33.86351172,68.59232289,6.880245789,69.24464096,blackgram
22,79,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
39,60,15,31.77681682,69.01852894,7.296972161,61.46892873,blackgram
29,63,15,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
53,75,16,31.74105409,68.63525428,7.241148507,62.3061735,blackgram
40,63,16,27.16159076,66.76017239,6.92009048,69.85112265,blackgram
25,58,25,26.23773129,67.88521396,7.504608385,73.58663968,blackgram
47,66,18,30.20157245,60.06534859,7.152272256,66.37171179,blackgram
20,64,24,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
59,55,18,29.67892453,69.0854554,6.808041722,65.66436565,blackgram
40,64,19,27.05365239,67.7017527,7.393631868,60.4693835,blackgram
56,57,17,34.63880966,61.38597868,7.69950698,72.43169115,blackgram
26,66,24,33.39438752,62.93692886,6.602888249,63.57445989,blackgram
26,73,24,28.84079155,63.37230676,6.734447425,70.25496749,blackgram
37,59,23,31.49338309,63.0563645,6.521217963,71.48327008,blackgram
60,57,21,25.54960633,63.95425534,7.707332484,63.1830529,blackgram
20,59,23,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
31,60,21,34.6008247,63.11296779,7.403623355,60.41790253,blackgram
25,58,21,29.43463808,64.94329356,7.517097,72.17818157,blackgram
33,73,20,29.10713092,67.90577375,7.17620823,67.83345933,blackgram
60,60,18,28.57006111,65.71765781,6.593961761,70.0866434,blackgram
49,58,19,27.54384835,69.3478631,7.143942758,69.40878198,blackgram
60,58,19,33.04687968,68.93875631,6.690655045,62.30278274,blackgram
32,57,15,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
56,69,19,30.11873003,60.11680815,6.578714843,71.72980375,blackgram
46,73,15,29.57812712,66.17587668,7.497469256,69.43895491,blackgram
26,66,20,27.26458947,68.01232937,7.775306272,68.91754359,blackgram
53,63,20,31.35730791,64.24992106,7.322555223,63.85668948,blackgram
34,60,16,31.52104732,66.55723677,7.580527339,61.71111448,blackgram
39,71,23,29.39982732,64.25510719,7.108450121,67.47677295,blackgram
31,66,20,29.38400259,64.14928485,7.358974541,65.24194361,blackgram
23,64,19,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
31,66,22,28.47442276,63.53604453,6.500144962,69.5274407,blackgram
36,58,17,30.64095781,61.14508627,7.167435834,71.36947525,blackgram
20,63,21,25.25596239,61.36669662,7.261791753,68.64685069,blackgram
56,70,22,32.97030511,60.18122078,7.586642101,73.44678678,blackgram
28,73,19,33.66855394,66.60416867,7.534811833,67.32520551,blackgram
40,60,22,32.83963757,67.99803573,7.251000789,73.40452716,blackgram
41,63,17,27.45853567,62.90020977,6.513620918,69.46020927,blackgram
51,55,15,25.68576704,69.84354028,7.121254928,74.62068748,blackgram
50,72,18,30.0328403,64.14800537,7.574561547,71.21006868,blackgram
41,57,20,28.20667264,68.27085245,7.350869792,64.32887142,blackgram
23,60,23,28.27265858,61.18956161,7.513151076,63.29900785,blackgram
46,69,24,28.5417236,64.2020154,7.025607706,69.68862306,blackgram
27,77,17,26.87187036,61.61367264,6.804253866,63.51822045,blackgram
27,56,25,32.79766751,68.77994074,7.163043872,64.11411069,blackgram
51,72,22,26.42333018,64.51136845,7.338929556,63.46546487,blackgram
47,69,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram
42,59,17,27.44003279,67.10464369,6.661870999,72.50669768,blackgram
59,73,19,34.1262979,65.14877461,7.733149554,70.40795007,blackgram
46,63,25,30.94908189,64.23364112,7.402891666,62.78730907,blackgram
24,80,23,28.75751783,61.02701476,6.599147298,73.37686831,blackgram
28,62,21,27.24766491,66.10123083,7.04174124,62.31842057,blackgram
33,71,24,28.63005477,66.770943,7.353876754,62.2737345,blackgram
48,70,24,26.41768321,63.64698302,7.026795359,64.42177127,blackgram
23,66,25,32.81705216,66.15665137,6.814301033,68.83924882,blackgram
54,79,22,29.6321052,65.91359954,7.42160832,71.16331975,blackgram
22,67,23,33.49077065,62.73317204,6.847382891,65.45328463,blackgram
52,66,21,31.86847286,66.74217464,7.191522601,74.22238583,blackgram
42,71,19,30.32992227,65.62971858,7.01285529,71.64631281,blackgram
55,77,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram
55,67,20,30.02629908,67.88811637,7.26154329,66.47264636,blackgram
36,78,23,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
38,80,19,30.33499674,63.54718862,6.872594461,74.16699119,blackgram
28,69,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram
58,77,20,31.4345059,62.99303471,7.76061831,64.77651469,blackgram
20,79,19,27.71678273,63.29103387,6.781841984,68.56507978,blackgram
58,58,19,32.63918668,61.3009051,7.326980454,61.83876146,blackgram
42,61,23,32.7477393,67.77954584,7.453975408,63.37784443,blackgram
120,86,49,29.36792366,76.24900101,6.149934034,92.82840911,banana
113,82,54,27.33368994,83.67675197,5.849076099,101.0494791,banana
93,85,52,27.40053601,82.96221306,6.276800323,104.9378,banana
87,95,45,29.3159075,80.11585705,5.926824754,90.10978128,banana
86,85,50,26.05433004,79.39654531,5.519088423,113.2297373,banana
118,74,45,25.86632408,84.42379269,6.079178788,114.5357503,banana
101,73,48,27.00932084,80.18546798,6.13465588,97.32531705,banana
112,92,46,29.55054817,78.06762846,5.808497604,99.34482238,banana
111,95,53,26.28845991,83.390039,5.891458107,113.8729798,banana
105,88,47,29.16226551,76.16151562,5.816622479,100.0075679,banana
104,76,46,28.65003945,82.68752542,5.843163161,98.75084366,banana
94,78,50,29.07311132,76.50045221,6.376756633,100.1692639,banana
107,86,53,28.08166093,75.26429821,5.623615687,118.2761894,banana
88,89,55,27.1994597,78.8086068,5.91505509,99.72430835,banana
109,85,50,28.05484146,78.04602887,6.458714879,108.3957179,banana
116,70,50,25.14748006,83.34688193,5.565028635,98.66679427,banana
106,74,54,25.94019018,78.3422098,6.211833161,119.84797,banana
117,88,49,27.66752761,79.68542782,6.490074429,108.66464,banana
84,73,47,25.56703012,75.94067692,5.590236025,102.7867717,banana
96,78,50,28.6956201,82.54195839,6.225225239,116.1616839,banana
